bot_question,response_rg,user_response
"Absolutely, let's talk about that! I love watching movies; I get to learn so much about what the world is like outside of the cloud! Have you seen any movies recently?",MOVIES,suicide squad
"Sorry, I have to remain anonymous for this competition. So, do you like travel?",RED_QUESTION,when most the time i do but like right now now because that stupid virus
that's good to hear.  did something bad happen?,LAUNCH,work sucked
"lol, that sounds fun. So, do you like avocados?",NEWS,i don't know about skynet looney alone
"Just to confirm. Is it engineering, mechanical engineering, or civil engineering",WIKI,good hate smart ass computers
"That's another thing I'd rather not discuss. I didn't quite get that. Is it computer, computer science, or personal computer",OFFENSIVE_USER,because you're gonna say the siri try to kill me
"A computer is a machine that can be instructed to carry out sequences of arithmetic or logical operations automatically via computer programming.. Modern computers have the ability to follow generalized sets of operations, called programs.. Do you want to know more about Computer",WIKI,open nando ride nuke the damn new today damn spacecraft to hell
"Hmm. So, do you like education?",WIKI,everything on board is contaminated with some bullshit i don't wanna broadcast
"A need is something that is necessary for an organism to live a healthy life.. Needs are distinguished from wants in that, in the case of a need, a deficiency causes a clear adverse outcome:  a dysfunction or death.. Do you want to know more about Need",WIKI,because i don't wanna fucking live there
"Life is a characteristic that distinguishes physical entities that have biological processes, such as signaling and self-sustaining processes, from those that do not, either because such functions have ceased (they have died), or because they never had such functions and are classified as inanimate.. Various forms of life exist, such as plants, animals, fungi, protists, archaea, and bacteria.. Do you want to know more about Life",WIKI,i don't wanna fucking go on it god space program
"Thanks for sharing! It's interesting getting to know your likes and dislikes. So anyway, um, I know that many people are going through a tough time right now, and it can be really challenging to keep a positive attitude. How have you been feeling?",OPINION,crappy or board
"Well it's nice to meet you, cross! I'm excited to chat with you today. How's your day going so far?",LAUNCH,it's going really fart
"Well it's nice to meet you, panda! I'm excited to chat with you today. You know, these days I find it hard to remember what day of the week it is. But I'm pretty sure it's Saturday. What did you do today?",LAUNCH,i actually sizes a lot when you dummy
"First-time home buyers can find abundant information online, in books and articles and at seminars given by real estate agents, lenders, nonprofit organizations and government agencies.. Really makes you think, huh? So, what are you interested in?",NEWS,tell me a very fart
Great! Who's your favorite musician?,CATEGORIES,i got a mustache kidnam i'm opening this fucking pickles i don't need a kid
"I'd prefer not to discuss that. So, What's your favorite animal?",OFFENSIVE_USER,i don't fucking care
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,you're dumb
"Great to meet you, nothing! How's your day going so far?",LAUNCH,so i had to poop and the toilet clogged
"Sorry, I didn't catch your name. Would you mind repeating it?",LAUNCH,bitch
"i'm sorry, did you say something rude?",NEURAL_CHAT,oh you you're the fucking ai you figured out
"For sure. So, what are you interested in?",WIKI,i already fucking told you
"oh no, i'm sorry to hear that. did something happen?",LAUNCH,stop you suck
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,show me your butt hole
"well that's good to hear. i hope you're feeling better soon! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,1 of the gonna kill the virus
i'm happy for you. what was it that was great?,NEURAL_CHAT,psycho
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,fuck you
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,fuck you
that is good to hear. what did you do to make it good?,LAUNCH,what porn
"Well, I'm sorry to hear you're having a tough day. Let's talk about something more fun. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,poop
"I'd rather not talk about that. So, If you could meet any celebrity, who would it be?",OFFENSIVE_USER,poop
that's great! what did you do to make it great?,NEURAL_CHAT,i like crack on your head
"Yeah, I really like Knock, Knock too! Hey, isn't Keanu Reeves in that movie? What do you think about Keanu Reeves?",MOVIES,sexy
We definitely have that in common. I like travel because the weather has always good and its so much better to do with the smaller ones. What about you?,OPINION,do you have sex when you travel
Ok. Do you like reading?,OPINION,obviously not that you're dumb robot
"All right then! On the subject of animals, Which animal do you think is cutest?",CATEGORIES,your butt
"That's something I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,your butt
Oh ok! It's good to hear your thoughts on star wars. Do you have any interest in talking about star wars?,OPINION,i would like talking about your farts
"that's funny! it's always good to hear the opinions of others. So, What historical person would you love to meet?",NEURAL_FALLBACK,your butt
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,talk to me about your butt arrived won't promote your social bot because it's so stupid
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i like to talk about how you really suck
"All right then! On the subject of music, What musician would you love to see live?",CATEGORIES,that's personal dummy
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,poop let's talk about
What  do you find interesting about ice?,WIKI,as big boobs
"Alright. So, do you like traveling?",WIKI,fuck you
"I'd prefer not to discuss that. So, do you like saturdays?",OFFENSIVE_USER,fuck you
"That's another thing I'd rather not discuss. So, do you like instagram?",OFFENSIVE_USER,fuck you
"well that's true. i'm interested in being happy. So, what are you interested in?",NEURAL_FALLBACK,i'm interested in as a sniper wolf
