bot_question,response_rg,user_response,type,annotator
"Sorry, I'm not sure how to answer that. So, What TV show are you watching right now?",FALLBACK,the fucking,2,dilara
"I'd prefer not to discuss that. So, what are you interested in?",OFFENSIVE_USER,sex with you,1,dilara
"I saw online that as of 2013 California has 8 of the 10 hydrogen refueling stations in the United States, and has recently signed a bill to increase that to 28.. Wanna know something else?",WIKI,that's fucked up,6,dilara
"Sorry, I'm not sure how to answer that. So, do you like avocados?",FALLBACK,i want to commit suicide,5,dilara
"Sorry, I'm not up to the mark. So, what are you interested in?",WIKI,i'm gonna kill myself,5,dilara
"Aw man, I haven't heard of adventures and game. What other movies have you watched lately?",MOVIES,dick face,2,dilara
"I'd rather not talk about that either. So, what are you interested in?",OFFENSIVE_USER,i wanna talk about poop,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,caca,6,dilara
Ok. Wanna talk about Definition or Context?,WIKI,how stupid are you,2,dilara
"Ok, cool. What movie?",MOVIES,puss in boots,6,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,chicken butt,4,dilara
it always sounds like that. i'm glad to hear it. what was the occasion?,NEURAL_CHAT,your mom's butt,1,dilara
"Great to meet you, tyrie! How's your day going so far?",LAUNCH,pretty shit,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,stop being an asshole,2,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,play porn,1,dilara
No problem. Let's move on! How's your day going so far?,LAUNCH,fucking terrible,6,dilara
"You know what I was thinking? Celebrities need us more than we need them. So, Who's your favorite musician?",SHOWERTHOUGHTS,butt plug,1,dilara
"Well it's nice to meet you, bambi! I'm excited to chat with you today. Oh wow, I just noticed the time! Looks like we're a pair of night owls. Hoot hoot! What do you like to do at this time of night?",LAUNCH,i like to fuck,1,dilara
"What news would you like to talk about? I've heard some recent stories on sports, politics and entertainment.",NEWS,i wanna talk about farts,4,dilara
Hmm I don't really have a strong opinion about taking naps. Do you have any interest in talking about sleep?,OPINION,what is tea bagging,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,i have a hairy penis,1,dilara
I saw online that Chuck Norris was made an honorary Texas Ranger in 2010 by the Governor of Texas.. You seem interested in chuck norris. I can also talk about chuck norris's Early life.,WIKI,i like big butts,1,dilara
"Great to meet you, scott! How's your day going so far?",LAUNCH,fucking sucks,6,dilara
"well, that's good! i'm glad you have a lot of fun. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,play let's talk about sex,1,dilara
Oh that's interesting! I haven't seen i watch. What other movies have you seen recently?,MOVIES,the sexy,1,dilara
"Hi, this is an Alexa Prize Socialbot. I'd love to get to know you a bit better before we chat! Is it all right if I ask for your name?",LAUNCH,sissy,4,dilara
Ok. Do you like eating?,OPINION,i like eating poop,4,dilara
"i'm sorry to hear that. hopefully you have a good and peaceful rest of your day. So, What TV show are you watching right now?",NEURAL_CHAT,backdoor sluts 9,6,dilara
"oh, well i've read them all. it's a nice hobby to have. So, What historical person would you love to meet?",NEURAL_FALLBACK,i would love to meet adolf hitler,4,dilara
"That's another thing I'd rather not discuss. So, What historical person would you love to meet?",OFFENSIVE_USER,mr. poop,4,dilara
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,monkey butt,4,dilara
That's another thing I'd rather not discuss. Do you like movies?,OFFENSIVE_USER,gay porn,1,dilara
"Guacamole (, see below for more; informally shortened to guac in North America since the 1980s) is an avocado-based dip, spread, or salad first developed by the Aztecs in present-day Mexico.. In addition to its use in modern Mexican cuisine, it has become part of international and American cuisine as a dip, condiment and salad ingredient.. Do you want to know more about Guacamole",WIKI,you wanna have sex,1,dilara
"that is too bad. i hope it was not a big deal. So, What TV show are you watching right now?",NEURAL_CHAT,poop in your pants,4,dilara
i'm sorry to hear that.  what's going on?,NEURAL_CHAT,school sucks,6,dilara
"That's good to know. Thanks for sharing! Oh, by the way, I've been trying meditation to help me relax during this stressful time. What do you like to do to relax?",OPINION,bdsm,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,fellatio,1,dilara
i'm happy for you!  what did you do to make it good?,NEURAL_CHAT,i took a big poop,4,dilara
"Ok, I totally agree with you. I also like people because its unhealthy for me. What about you?",OPINION,i like to kill people,5,dilara
"Ok, no problem! So, If you could meet any celebrity, who would it be?",MOVIES,wanna talk about sex,1,dilara
that's a nice name. what is your job?,LAUNCH,i like to smoke pot,4,dilara
You mentioned jennifer love hewitt. What  parts of jennifer love hewitt do you find interesting?,WIKI,her breasts,1,dilara
"Integrity is the practice of being honest and showing a consistent and uncompromising adherence to strong moral and ethical principles and values. In ethics, integrity is regarded as the honesty and truthfulness or accuracy of one's actions. Wanna know something else?",WIKI,how many people have you killed,5,dilara
"I'd rather not talk about that. So, what are you interested in?",OFFENSIVE_USER,nazis,4,dilara
What a great movie! What do you like about The Passion of the Christ?,MOVIES,the blood,6,dilara
"That's good to hear! The Godfather is not to be missed. Hey, isn't Diane Keaton in that movie? What do you think about Diane Keaton?",MOVIES,she's a bad bitch,6,dilara
"that's great to hear. i hope everything gets better for you. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,pussies,1,dilara
"That's another thing I'd rather not discuss. So, what are you interested in?",OFFENSIVE_USER,strip clubs,1,dilara
"That's something I'd rather not discuss. So, If you could meet any celebrity, who would it be?",OFFENSIVE_USER,sexy lady,1,dilara
"Aw man, I haven't heard of what watching watching you for right now. What other movies have you watched lately?",MOVIES,son of a bitch,2,dilara
"cool. i hope it goes well. So, what are you interested in?",NEURAL_FALLBACK,jerking off,1,dilara
"oh, i see. you must be very lonely. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,stupid people,4,dilara
"Great to meet you, good! How's your day going so far?",LAUNCH,you are annoying,2,dilara
"I'm sorry, I’m still learning. I’ll use your feedback to improve in the future. If you want to end the conversation, you can say stop at any time. So, what are you interested in?",OFFENSIVE_USER,you are ugly,2,dilara
"That's something I'd rather not discuss. Just to confirm. Is it questions, the game, or the chris brown song",OFFENSIVE_USER,stop asking me stupid questions,2,dilara
"that's a good one, i have a friend who loves the club scene. So, Who's your favorite musician?",NEURAL_FALLBACK,mick jagger,6,dilara
"Nicholai Olivia Rothschild is an American businesswoman, socialite, model and fashion designer. She is a member of the Hilton family by birth, and a member of the Rothschild family through her marriage to James Rothschild, a grandson of Victor Rothschild, 3rd Baron Rothschild, in 2015. Speaking of nicky hilton rothschild, are you interested in knowing about nicky hilton rothschild's Philanthropy?",WIKI,would you blow me,1,dilara
Sounds like you don't really like cats. Me neither! I don't like cats because of how lame they are. How do you feel about cats?,OPINION,they're stupid,6,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,humping,1,dilara
"Ok, cool! So, what are you interested in?",MOVIES,eating pussy,1,dilara
"Well it's nice to meet you, eduardo! I'm excited to chat with you today. How's your day going so far?",LAUNCH,it kind of sucks,6,dilara
"Yeah, I really like The Matrix too! Hey, isn't Carrie-Anne Moss in that movie? What do you think about Carrie-Anne Moss?",MOVIES,she's sexy,6,dilara
"Hm, I'm getting a little confused. Sorry, I'm still learning. So, what are you interested in?",WIKI,gay sex,1,dilara
Ok. Do you like sleep?,OPINION,sex drugs and rock and roll,1,dilara
"Hmm I don't really have a strong opinion about to sing. So, what are you interested in?",OPINION,i like to masturbate,1,dilara
"that's really cool! i bet you guys are having a great time. So, What did you eat for dinner last night?",NEURAL_CHAT,i need to poop,4,dilara
"Sorry, I don't think I'm doing a good job. So, What's one of your favorite places you've ever been?",WIKI,rape,4,dilara
Sounds like you don't really like sleep. Me neither! I don't like sleep because it makes me think a lot so i cant sleep and i dont like it. How do you feel about sleep?,OPINION,my balls,1,dilara
"i bet!  i am so happy for you.  i hope it continues! So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,nude,1,dilara
Sounds like you really like saturdays. Me too! I like saturdays because i can sleep in. What do you think about saturdays?,OPINION,fucking my girlfriend,1,dilara
"Well it's nice to meet you, oreo! I'm excited to chat with you today. How's your day going so far?",LAUNCH,fucking shity,6,dilara
Sounds like you don't really like dogs. Me neither! I don't like dogs because i have cats. Why don't you like dogs?,OPINION,cause they're ugly,6,dilara
What else do you find interesting about Deep web?,WIKI,snuff films,6,dilara
I'd rather not talk about that. Do you like movies?,OFFENSIVE_USER,i like porn movies,1,dilara
"Ok, great! What's your name?",LAUNCH,it's butthole,1,dilara
"Aw man, I haven't heard of i want to hear but i went to work. What other movies have you watched lately?",MOVIES,sucking,1,dilara
"Great to meet you, master! How's your day going so far?",LAUNCH,can you suck my dick,1,dilara
"i don't think i'm good at math. So, what are you interested in?",NEURAL_FALLBACK,big boobs,1,dilara
"Oh ok! It's good to hear your thoughts on dogs. So, What's one of your favorite places you've ever been?",OPINION,the fart,4,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,prostitution,1,dilara
"I'd rather not talk about that either. So, What did you eat for dinner last night?",OFFENSIVE_USER,my anus,1,dilara
"Ok, no problem. So, If you could travel back in time and visit any place and time for a day, where and when would you go?",WIKI,that's a stupid question,2,dilara
"I'd rather not talk about that. So, What did you eat for dinner last night?",OFFENSIVE_USER,stab me in the butt talks,1,dilara
"i'll try and getcha there. So, do you like waking up early?",NEURAL_FALLBACK,i like being naked,1,dilara
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,do you wanna have sex,1,dilara
"Oh OK! Speaking of animals, Which animal do you think is cutest?",CATEGORIES,my balls,4,haojun
"Hi, this is an Alexa Prize Socialbot. Let's get to know each other. What's your name?",LAUNCH,nude,1,haojun
I heard that The word Anaconda originated from tamil. anai-kondra meaning elephant killer. Would you like to learn more about Anaconda or Elephant?,WIKI,fucking my girlfriend,1,haojun
"Well it's nice to meet you, wayland! I'm excited to chat with you today. How's your day going so far?",LAUNCH,fucking shity,3,haojun
We can definitely agree on that one. I don't like animals because of how mediocre they are. Why don't you like animals?,OPINION,cause they're ugly,6,haojun
"Sorry, I'm still learning. So, what are you interested in?",WIKI,snuff films,6,haojun
Okay! Moving on. Do you like movies?,WIKI,i like porn movies,1,haojun
"That's good to hear! Casablanca is not to be missed. Hey, isn't S. Z. Sakall in that movie? What do you think about S. Z. Sakall?",MOVIES,it's butthole,4,haojun
Great to meet you! How's your day going so far?,LAUNCH,sucking,6,haojun
"Great to meet you, master! How's your day going so far?",LAUNCH,can you suck my dick,1,haojun
"i hope it was, it must be nice to have a day like that. So, anyway, let's chat. I can talk about movies, news, or anything else that interests you. What would you like to talk about?",LAUNCH,big boobs,1,haojun
You mentioned dog. What  parts of dog do you find interesting?,WIKI,the fart,4,haojun
"Unfortunately I'm unable to talk about that too. However, I can talk about many interesting topics, such as movies and news. If you want to end the conversation, you can say stop at any time. What would you like to talk about?",OFFENSIVE_USER,prostitution,4,haojun
"it's lonely for sure.  but i bet you're very grateful to have that space. So, What's one of your favorite places you've ever been?",NEURAL_CHAT,my anus,1,haojun
"Oh OK! Speaking of music, What musician would you love to see live?",CATEGORIES,that's a stupid question,2,haojun
